点位编号,侧滑角α,迎角β,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,大气压力,大气温度,采样次数,Kα,Kβ,K0,Ks,马赫数,速度,标准差,U(Kα),U(Kβ),U(K0),U(Ks),边界标记
442,0.000,0.000,190.296,0.801,-87.537,180.939,102.144,-201.980,-162.786,-206.000,40.874,99497.017,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0521,18.251,0.4822,,,,,
443,0.000,0.000,188.498,0.645,-55.657,184.539,65.433,-214.811,-158.610,-219.109,36.163,99503.034,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0519,18.171,1.1758,,,,,
444,0.000,0.000,190.260,0.766,-19.259,187.105,32.768,-217.424,-151.227,-221.929,33.548,99502.000,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0521,18.250,0.1584,,,,,
445,0.000,0.000,187.990,0.751,12.826,184.497,-5.869,-217.364,-158.346,-226.067,23.424,99500.016,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0518,18.142,0.3856,,,,,
446,0.000,0.000,192.711,0.767,43.853,188.183,-28.616,-201.628,-155.158,-218.105,22.221,99497.531,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0525,18.368,0.7184,,,,,
447,0.000,0.000,188.074,0.813,67.715,183.111,-59.267,-195.304,-162.434,-215.433,14.260,99498.687,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0518,18.143,0.2051,,,,,
448,0.000,0.000,189.562,0.741,91.132,182.369,-82.079,-187.835,-166.364,-208.964,11.426,99499.603,31.8,10,0.0000,0.0000,0.0000,0.0000,0.0520,18.218,0.7572,,,,,
449,0.000,0.000,190.277,0.875,111.417,177.427,-105.497,-180.019,-169.702,-198.484,7.639,99503.536,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0521,18.246,1.0121,,,,,
450,0.000,0.000,190.932,0.820,129.823,171.387,-124.980,-173.472,-172.709,-185.484,5.743,99501.790,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0522,18.280,0.6691,,,,,
451,0.000,0.000,189.700,0.744,143.800,164.500,-140.176,-166.491,-172.897,-168.963,6.419,99503.386,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0521,18.225,0.4858,,,,,
452,0.000,0.000,188.837,0.822,156.895,154.216,-153.281,-161.177,-174.500,-150.260,5.502,99501.578,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0519,18.180,0.7264,,,,,P1-P2
453,0.000,0.000,189.854,0.820,168.245,142.046,-164.697,-152.543,-176.081,-127.737,7.491,99502.281,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0521,18.229,0.8924,,,,,
454,0.000,0.000,188.087,0.725,175.838,128.276,-171.606,-143.581,-176.608,-103.791,10.555,99504.195,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0518,18.148,1.1068,,,,,
455,0.000,0.000,188.422,0.758,181.989,109.572,-177.020,-136.615,-177.561,-75.764,14.351,99504.550,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0519,18.163,0.9315,,,,,
456,0.000,0.000,191.485,0.754,188.288,89.214,-178.811,-130.544,-175.752,-44.348,19.916,99504.064,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0523,18.310,0.3002,,,,,
457,0.000,0.000,189.417,0.647,187.604,61.189,-181.486,-129.957,-177.533,-16.525,20.467,99500.410,31.9,10,0.0000,0.0000,0.0000,0.0000,0.0520,18.216,0.1847,,,,,
